Timestamp,Windspeed,WindDirection,Temperature,Humidity
2025-11-17 07:30:03,4.1,56.00000000000001,5.9,82.1
2025-11-17 09:15:03,4.6,30.000000000000004,5.2,78.6
2025-11-17 10:00:02,5.7,54.0,6.5,73.4
2025-11-17 11:00:02,6.5,55.00000000000001,7.5,62.9
2025-11-17 12:00:02,7.3,47.0,7.2,64.8
2025-11-17 13:00:02,10.1,59.0,7.3,59.9
2025-11-17 14:00:02,6.3,48.0,7.2,65.5
2025-11-17 15:00:02,3.5,51.0,6.7,68.5
2025-11-17 16:00:02,2.2,14.000000000000002,5.8,76.4
2025-11-17 17:00:02,1.0,337.0,5.7,77.2
2025-11-17 18:00:02,2.1,1.0,5.5,80.4
2025-11-17 19:00:02,1.8,1.0,5.8,77.9
2025-11-17 20:00:02,3.0,342.0,5.4,78.3
2025-11-17 21:00:02,1.9,351.00000000000006,5.1,84.2
2025-11-17 22:00:02,2.5,289.0,6.1,84.7
2025-11-17 23:00:02,2.6,313.0,5.9,85.6
2025-11-18 00:00:02,1.9,230.00000000000003,5.3,86.8
2025-11-18 01:00:02,2.3,247.0,5.5,86.4
2025-11-18 02:00:02,1.8,280.0,5.8,86.1
2025-11-18 03:00:02,2.1,237.0,6.0,86.7
2025-11-18 04:00:02,1.6,312.0,6.2,82.3
2025-11-18 05:00:02,3.9,237.0,5.3,89.2
2025-11-18 06:00:02,2.9,241.0,5.2,89.9
2025-11-18 07:00:02,3.9,225.00000000000003,5.6,90.5
2025-11-18 09:00:02,5.9,235.00000000000003,5.9,88.6
2025-11-18 10:00:02,4.3,247.0,5.2,88.6
2025-11-18 11:00:02,4.0,274.0,6.5,81.8
2025-11-18 12:00:02,4.9,240.00000000000003,5.4,80.3
2025-11-18 13:00:02,5.3,244.00000000000003,5.5,81.5
2025-11-18 14:00:02,3.4,255.00000000000003,5.7,80.5
2025-11-18 15:00:02,2.6,250.00000000000003,5.4,77.3
2025-11-18 16:00:02,5.0,241.0,4.7,82.5
2025-11-18 17:00:02,4.8,224.00000000000003,4.5,88.3
2025-11-18 18:00:02,3.5,236.0,4.8,84.5
